"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"SOTT1NotificationInterview","SOTT1NotificationInterview","","","",0,*,"","","","null {[]} {[]}
","Surveillance & Outbreak Toolkit T1 - Notification Interview","Base definition for all elements that are defined inside a resource - but not those in a data type.","","","","","","","","","",,,,,"",,,,"BackboneElement",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"SOTT1NotificationInterview.id","SOTT1NotificationInterview.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"SOTT1NotificationInterview.extension","SOTT1NotificationInterview.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"SOTT1NotificationInterview.modifierExtension","SOTT1NotificationInterview.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"SOTT1NotificationInterview.date","SOTT1NotificationInterview.date","","","",0,1,"","","","date {[]} {[]}
","Date* of the day: _____/____/______","Date the case was interviewed.","","","","","","","","","",,,,,"",,,,"SOTT1NotificationInterview.date",0,1,"",""
"SOTT1NotificationInterview.organization","SOTT1NotificationInterview.organization","","","",0,1,"","","","string {[]} {[]}
","Organization/institution*:","Unit/Department/Organization that interviewer is representing. Note, label should be adapted to suite local context.","","","","","","","","","",,,,,"",,,,"SOTT1NotificationInterview.organization",0,1,"",""
"SOTT1NotificationInterview.country","SOTT1NotificationInterview.country","","","",0,1,"","","","string {[]} {[]}
","Country*:","Administrative level 0: Country/territory/national boundary within which the case currently/usually resides.If transborders or international spread of outbreak","","","","","","","","","",,,,,"",,,,"SOTT1NotificationInterview.country",0,1,"",""
"SOTT1NotificationInterview.interviewerName","SOTT1NotificationInterview.interviewerName","","","",0,1,"","","","string {[]} {[]}
","Interviewer name:","Name of person conducting the interview and completing this form.","","","","","","","","","",,,,,"",,,,"SOTT1NotificationInterview.interviewerName",0,1,"",""
"SOTT1NotificationInterview.interviewerTitle","SOTT1NotificationInterview.interviewerTitle","","","",0,1,"","","","string {[]} {[]}
","Interviewer function/title","Profession title or function of the person conducting the interview and completing this form.","","","","","","","","","",,,,,"",,,,"SOTT1NotificationInterview.interviewerTitle",0,1,"",""
"SOTT1NotificationInterview.caseId","SOTT1NotificationInterview.caseId","","","",1,1,"","","","string {[]} {[]}
","Case ID*:","Unique case identification number.","","","","","","","","","",,,,,"",,,,"SOTT1NotificationInterview.caseId",1,1,"",""
"SOTT1NotificationInterview.dateReported","SOTT1NotificationInterview.dateReported","","","",0,1,"","","","date {[]} {[]}
","Date case first reported*:_____/______/________","The date when the Health Authorities were notified","","","","","","","","","",,,,,"",,,,"SOTT1NotificationInterview.dateReported",0,1,"",""
"SOTT1NotificationInterview.reportedBy","SOTT1NotificationInterview.reportedBy","","","",0,1,"","","","code {[]} {[]}
","Case reported by:","The person or team or institution that reported this case (sick person).","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/ReportedBy","",,,,"SOTT1NotificationInterview.reportedBy",0,1,"",""
"SOTT1NotificationInterview.reportingFacility","SOTT1NotificationInterview.reportingFacility","","","",0,1,"","","","string {[]} {[]}
","Name of reporting facility*:","The name of the institution that reported this case","","","","","","","","","",,,,,"",,,,"SOTT1NotificationInterview.reportingFacility",0,1,"",""
